hotelname,postalcode,latitude,longitude,review_pos,review_neg,review_text,review-score,overall_score,cleanliness,comfort,location,facilities,staff,value_for_money,Free_Wifi
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,"Close to Great World City and Clarke Quay, not far from Orchard Road (by taxi). Predictable and solid. I have stayed here twice for long periods each","In the last trip, housekeeping sometime missed the instructions. It was okay in my first trip in November, but this time around the housekeeping wasn't as ""on the ball"" as before.","Close to Great World City and Clarke Quay, not far from Orchard Road (by taxi). Predictable and solid. I have stayed here twice for long periods each In the last trip, housekeeping sometime missed the instructions. It was okay in my first trip in November, but this time around the housekeeping wasn't as ""on the ball"" as before.",4,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,Value for money with pretty good location,Facilities seems v limited. Pool is quite small,Value for money with pretty good location Facilities seems v limited. Pool is quite small,3,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,Friendly staffs,Swimming pool is fully booked,Friendly staffs Swimming pool is fully booked,4,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,"It is difficult to access, but once there, it is actually a nice place. Staff were generally friendly and helpful.","During breakfast. The staff did not complete deliver the breakfast set. Enquired twice and received nothing still.. otherwise, this is a great place!","It is difficult to access, but once there, it is actually a nice place. Staff were generally friendly and helpful. During breakfast. The staff did not complete deliver the breakfast set. Enquired twice and received nothing still.. otherwise, this is a great place!",4,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,Clean and comfy bed.,,Clean and comfy bed. ,4,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,I liked that the hotel listened to my messages and prepared my room for my honeymoon and gave me a hotel with city with on 20th floor.,"I didn’t like the tourist information desk as it didn’t have the facility to book anything from there and the person was not clear about areas around Singapore and their prices. Moreover, the nearest MRT is 15 min walk away and no proper shopping malls nearby which becomes quite a hassle.","I liked that the hotel listened to my messages and prepared my room for my honeymoon and gave me a hotel with city with on 20th floor. I didn’t like the tourist information desk as it didn’t have the facility to book anything from there and the person was not clear about areas around Singapore and their prices. Moreover, the nearest MRT is 15 min walk away and no proper shopping malls nearby which becomes quite a hassle.",3,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,Wonderful location along the river. So pleasant to walk from here to all the attractions (if you like to get some exercise). Nice buffet breakfast.,,Wonderful location along the river. So pleasant to walk from here to all the attractions (if you like to get some exercise). Nice buffet breakfast. ,5,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,The service in all areas was excellent.,The shower in the bedroom was very small and cramped and difficult to control,The service in all areas was excellent. The shower in the bedroom was very small and cramped and difficult to control,4,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,"Location, staff",Nothing really,"Location, staff Nothing really",5,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,Provisions available and replaced as used. Helpful staff. Cleanliness. Comfortable beds.,Breakfast a little expensive if appetite smaller.,Provisions available and replaced as used. Helpful staff. Cleanliness. Comfortable beds. Breakfast a little expensive if appetite smaller.,4,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,Great view by the river,Concierge could be more engaging with the guest.,Great view by the river Concierge could be more engaging with the guest.,4,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,Great room with view of the river. Use of umbrellas for the day.,Restaurant choices. Would like a nice cafe,Great room with view of the river. Use of umbrellas for the day. Restaurant choices. Would like a nice cafe,5,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,"Not too noisy, good air conditioning, easy to take a bus or taxi.",We found a small cockroach in the hotel room.,"Not too noisy, good air conditioning, easy to take a bus or taxi. We found a small cockroach in the hotel room.",3,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,,None, None,4,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,Location is good,All was good,Location is good All was good,3,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,"Comfortable room, good size.",No Mrt nearby and shuttle bus hours limited,"Comfortable room, good size. No Mrt nearby and shuttle bus hours limited",4,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,The staff very friendly and good selection of restaurants nearby,Location was great for us this time but if staying longer would prefer to be closer to a metro ststion.,The staff very friendly and good selection of restaurants nearby Location was great for us this time but if staying longer would prefer to be closer to a metro ststion.,4,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,Rooms were nice with a view.,Could have not egg in food. Explained that every time I ordered room service. Twice I had to send back as they ignored my request. Mattress was very hard and uncomfortable. Room still not made up even after returning at 4pm to room.,Rooms were nice with a view. Could have not egg in food. Explained that every time I ordered room service. Twice I had to send back as they ignored my request. Mattress was very hard and uncomfortable. Room still not made up even after returning at 4pm to room.,4,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,"Location was very relaxing by the riverside with choice of bars, far enough from shopping malls which were still easy to get by taxi. Personnel was very helpful and efficient.","Breakfast was just average due to lack of choice of green vegetables and fruits, anyhow service was very pleasant  and you could get your table prompt.","Location was very relaxing by the riverside with choice of bars, far enough from shopping malls which were still easy to get by taxi. Personnel was very helpful and efficient. Breakfast was just average due to lack of choice of green vegetables and fruits, anyhow service was very pleasant  and you could get your table prompt.",5,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,Location and house keeping staff very good.,"The laundry price, the holding it to ransom until I paid cash then saying I could of put it on card! Different members of staff telling me different things. Breakfast on one morning was very chaotic, replenishing of items not happening quickly enough. Ok on other 2days. Eggs not hot enough, been sitting there a while I think.","Location and house keeping staff very good. The laundry price, the holding it to ransom until I paid cash then saying I could of put it on card! Different members of staff telling me different things. Breakfast on one morning was very chaotic, replenishing of items not happening quickly enough. Ok on other 2days. Eggs not hot enough, been sitting there a while I think.",3,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,"Location is in a pleasant area on river and with restaurants nearby. Our room was fresh and clean and a good size. Staff were very keen to be as helpful as they could. Coming in early in the day after a 13 hour flight we appreciated being able to check in to a room. However, it was not mentioned when the offer was made that there was an additional fee for this. Hotel is located close to a bus stop which includes the  Singapore hop on hop off route. All round, happy with our stay.",,"Location is in a pleasant area on river and with restaurants nearby. Our room was fresh and clean and a good size. Staff were very keen to be as helpful as they could. Coming in early in the day after a 13 hour flight we appreciated being able to check in to a room. However, it was not mentioned when the offer was made that there was an additional fee for this. Hotel is located close to a bus stop which includes the  Singapore hop on hop off route. All round, happy with our stay. ",4,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,"The location, close to restaurants. Pool area was nice.",We were on a floor where rooms were being renovated so strong smell of carpet glue.,"The location, close to restaurants. Pool area was nice. We were on a floor where rooms were being renovated so strong smell of carpet glue.",4,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,excellent,river road,excellent river road,5,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,The staff was approachable and ready to help when needed.,No halal food,The staff was approachable and ready to help when needed. No halal food,5,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,,, ,4,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,,, ,5,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,,, ,4,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,,, ,4,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,,, ,5,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,,, ,4,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,,, ,3,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,,, ,4,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,,, ,5,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,,, ,3,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,,, ,3,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,,, ,5,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,,, ,3,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,,, ,4,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,,, ,5,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,,, ,3,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,,, ,3,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,,, ,4,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,,, ,4,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,,, ,4,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,,, ,4,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,,, ,5,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,,, ,3,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,,, ,4,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,,, ,4,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,,, ,3,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,,, ,5,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,,, ,5,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,,, ,3,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,,, ,5,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,,, ,3,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,,, ,5,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,,, ,3,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,,, ,3,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,,, ,5,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,,, ,3,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,,, ,2,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,,, ,5,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,,, ,2,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,,, ,5,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,,, ,1,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,,, ,2,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,,, ,1,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,,, ,5,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,,, ,5,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,,, ,2,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,,, ,1,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,,, ,5,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,,, ,1,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,,, ,3,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,,, ,5,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,,, ,5,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,,, ,5,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,,, ,5,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,,, ,5,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,,, ,5,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,,, ,5,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,,, ,5,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,,, ,5,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,,, ,5,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,,, ,5,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,,, ,5,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
"Four Points by Sheraton Singapore, Riverview",169629,1.28937835,103.8366031,,, ,5,['8.1'],8.7,8.8,8.5,8.2,8.6,8.1,8.7
